age,body_type,drinks,drugs,education,income,job,smokes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,has kids,wants kids,likes_dogs,likes_cats,has_dogs,has_cats,sign,sign_importance,religion,religion_importance,chinese,spanish,c++,german,french,italian,japanese,russian,portuguese,latitude,longitude
37,3,2,1,1,-1,0,1,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.971230685710907,0.014002352952957152,0.014766947366297243,0.18448705971241,0.22856053709983826,0.5869523882865906,0.05041464045643808,0.053438860923051834,0.8961465358734131,0.0,0.0,0.9821870923042296,0.8446567058563232,0.018361359834671017,0.13698196411132812,0.3814647793769837,0.5887582898139954,0.02977692894637585,0.28988298773765564,0.026184557005763054,0.6839324831962585,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0,0,2,2,0,0,capricorn,1,other,0,0,0,0,0,0,0,0,0,0,37.8044557,-122.2713563
40,2,2,0,3,-1,1,1,0.0,0.9832355380058287,0.0,0.21447721123695374,0.4445197880268097,0.3410029709339142,0.038140174001455314,0.16442109644412994,0.7974387407302856,0.5430592298507689,0.0731591060757637,0.3837816417217255,0.07322844862937927,0.8294583559036255,0.09731322526931764,0.052152659744024284,0.055441830307245255,0.8924055099487305,0.08650349825620651,0.09455015510320663,0.8189463615417479,0.08498260378837585,0.07634833455085754,0.8386690616607666,0.11216888576745987,0.11274183541536333,0.7750892639160156,0.04229029640555382,0.917065978050232,0.04064372926950455,0,0,1,1,1,0,scorpio,0,other,0,0,0,0,0,0,0,0,0,0,37.7790262,-122.4199061
40,3,2,0,3,-1,4,1,0.19579070806503296,0.37289151549339294,0.4313177764415741,0.015417234972119331,0.013291019946336744,0.971291720867157,0.05582582950592041,0.4715275466442108,0.4726466238498688,0.20298659801483154,0.2052500993013382,0.5917633175849915,0.0,0.0,0.9890008568763732,0.5332232713699341,0.1340712308883667,0.3327054977416992,0.6529178619384766,0.024067126214504242,0.3230150640010834,0.07885703444480896,0.0186038538813591,0.9025391340255736,0.4481777548789978,0.014044542796909807,0.5377776622772217,0.2834908366203308,0.6968579888343811,0.01965122669935226,0,0,1,2,1,0,aquarius,0,buddhism,0,0,0,0,0,0,0,0,0,0,37.8044557,-122.2713563
30,0,2,0,3,-1,4,0,0.07939254492521286,0.22957733273506165,0.6910301446914673,0.9592318534851074,0.02126889675855637,0.01949920319020748,0.052460119128227234,0.05581973120570183,0.891720175743103,0.07176869362592697,0.12615936994552612,0.8020719289779663,0.8186989426612854,0.0,0.17399676144123075,0.03990143910050392,0.045680370181798935,0.9144181609153748,0.8950545191764832,0.059123445302248,0.045822001993656165,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.898106038570404,0.05271303653717041,0.049180950969457626,0.1963524967432022,0.3400439620018005,0.4636035263538361,0,0,1,1,0,1,,0,agnosticism,0,0,0,0,0,0,0,0,0,0,37.8044557,-122.2713563
27,3,2,0,3,-1,2,0,0.8228992223739624,0.14498209953308105,0.03211868926882744,0.0277306754142046,0.943413019180298,0.028856314718723294,0.033053431659936905,0.030879955738782883,0.9360665678977966,0.2460501492023468,0.058277871459722526,0.6956719756126404,0.9766405820846558,0.01239768322557211,0.010961678810417652,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3768523633480072,0.2529759705066681,0.3701716363430023,0.9591245055198668,0.020979389548301697,0.019896071404218674,0.3702234327793121,0.5956054925918579,0.03417108207941055,0.19899669289588928,0.28510919213294983,0.5158941149711609,0,0,2,2,0,0,sagittarius,1,agnosticism,0,0,2,0,0,0,0,0,0,0,37.7790262,-122.4199061
23,3,1,0,3,20000,3,0,0.0,0.9129605293273926,0.08331964910030365,0.4535276591777802,0.5197077393531799,0.026764549314975742,0.2620309293270111,0.5034615993499756,0.2345074415206909,0.046420443803071976,0.07267947494983673,0.8809000849723816,0.0,0.9837101697921752,0.0,0.05494849756360054,0.054795634001493454,0.8902559280395508,0.75922030210495,0.12020348757505415,0.1205761656165123,0.016560548916459084,0.14397963881492615,0.8394598364830017,0.07372336089611052,0.8522337079048157,0.07404296100139618,0.07126984000205994,0.8446021676063538,0.0841279923915863,0,0,1,1,1,1,capricorn,1,other,1,0,2,0,0,0,0,0,0,0,37.496904,-122.3330573
22,2,2,0,2,-1,0,1,0.01232930552214384,0.8335864543914795,0.15408426523208618,0.014654043130576609,0.14837603271007538,0.8369699716567993,0.08194469660520554,0.862135648727417,0.05591965839266777,0.9385409355163574,0.035237893462181084,0.02622121386229992,0.3822034001350403,0.0,0.609642744064331,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.16733725368976593,0.663993239402771,0.16866953670978546,0.5678569078445435,0.318209707736969,0.11393339931964876,0.05107574537396431,0.5527731776237488,0.396151065826416,0.0270889513194561,0.21139240264892575,0.761518657207489,0,0,2,2,0,0,taurus,1,other,0,0,0,0,0,0,0,0,0,0,37.7790262,-122.4199061
41,1,3,0,3,-1,0,0,0.07082469016313553,0.6123347282409668,0.31684061884880066,0.506090521812439,0.467309296131134,0.026600228622555733,0.23880963027477264,0.7373831868171692,0.023807195946574208,0.11475393921136855,0.43185117840766907,0.4533948600292206,0.18182294070720675,0.4697734117507935,0.34840360283851624,0.027831200510263443,0.02635549008846283,0.9458132982254028,0.037499964237213135,0.2439358681440353,0.7185641527175903,0.22179315984249115,0.07938934117555617,0.6988174915313721,0.1479479819536209,0.7283830046653748,0.12366903573274612,0.05468504875898361,0.4429303705692291,0.5023845434188843,0,0,2,2,0,0,cancer,1,atheism,2,0,0,0,0,1,1,0,0,0,37.7790262,-122.4199061
28,2,2,0,1,-1,0,0,0.031232059001922607,0.9377253651618958,0.031042639166116718,0.9155985116958618,0.04265251755714417,0.04174898564815521,0.06502559781074524,0.8620337843894958,0.0729406401515007,0.0589502863585949,0.05816134810447692,0.8828883171081543,0.03351286053657532,0.4933549165725708,0.4731322228908539,0.3282751739025116,0.5794579982757568,0.09226687997579576,0.07990248501300813,0.05995453894138336,0.8601430058479309,0.6452407240867615,0.1821111291646957,0.17264816164970398,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.07474113255739212,0.07589524239301683,0.8493636250495911,0,0,1,1,0,0,sagittarius,0,christianity,0,0,0,0,0,0,0,0,0,0,37.7249296,-122.1560768
40,1,2,0,1,-1,2,0,0.9554386734962464,0.022746451199054718,0.021814895793795586,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.07700556516647339,0.0756215825676918,0.8473728895187378,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.02328706905245781,0.024067934602499008,0.952644944190979,0.6760208010673523,0.03563253954052925,0.28834670782089233,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.4495928883552551,0.05355128273367882,0.4968558251857758,0.01635272242128849,0.9648703336715698,0.018776960670948032,0,1,2,1,0,0,libra,1,other,0,0,0,0,0,0,0,0,0,0,37.7790262,-122.4199061
27,0,3,0,3,-1,2,0,0.0,0.09169574081897736,0.8985185623168945,0.036593828350305564,0.03849594667553902,0.9249102473258972,0.08502698689699173,0.3424646854400635,0.5725083351135254,0.06946849822998047,0.632296621799469,0.2982349097728729,0.9803611636161804,0.010294284671545029,0.0,0.0532621368765831,0.054046206176280975,0.8926916122436523,0.062194660305976875,0.8727844357490541,0.06502088159322739,0.1716136336326599,0.6522670388221741,0.17611932754516602,0.2736126482486725,0.6944068074226379,0.03198056295514107,0.06466648727655411,0.8739189505577087,0.061414532363414764,0,0,2,1,0,1,cancer,1,atheism,0,0,1,0,0,2,0,0,0,0,37.7790262,-122.4199061
45,1,2,1,2,-1,0,0,0.24435435235500336,0.12407161295413972,0.6315739750862122,0.14544431865215302,0.7292394638061523,0.12531624734401706,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.07454835623502731,0.831953227519989,0.0934983566403389,0.75454181432724,0.0,0.2382906824350357,0.30956655740737915,0.04694745317101479,0.643485963344574,0.5248320102691649,0.3557635247707367,0.11940445750951767,0.12198041379451753,0.028759935870766636,0.849259614944458,0.08697625249624252,0.08497674018144608,0.8280470371246338,0.09170830994844437,0.08843959867954254,0.8198521137237549,0,0,1,2,1,0,taurus,1,other,0,0,0,0,0,0,0,0,0,0,38.1040864,-122.2566367
34,1,2,0,3,-1,0,0,0.9503401517868042,0.025071490556001663,0.02458831295371056,0.6236903667449951,0.3563689589500427,0.019940614700317383,0.6654952168464661,0.2978055477142334,0.03669917583465576,0.16940195858478546,0.16791948676109314,0.6626785397529602,0.013521715998649595,0.09577114880084993,0.8907071352005005,0.05671285465359688,0.051996733993291855,0.8912904262542725,0.04044583812355995,0.051312245428562164,0.9082419276237488,0.023892609402537342,0.5416575074195862,0.4344499111175537,0.16956211626529696,0.6490629315376282,0.1813749074935913,0.18338432908058167,0.1768433004617691,0.6397723555564879,0,0,1,1,0,0,pisces,0,other,2,0,0,0,0,0,0,0,0,0,37.7790262,-122.4199061
33,2,2,0,2,-1,4,1,0.3435028195381165,0.5510320663452148,0.10546515136957167,0.2500229775905609,0.21841296553611755,0.5315640568733215,0.4090951383113861,0.4433407783508301,0.147564098238945,0.047910362482070916,0.89787757396698,0.054212093353271484,0.8385522961616516,0.1017148494720459,0.0597328394651413,0.2821454107761383,0.02030466310679913,0.6975499391555786,0.5037335753440857,0.020661968737840646,0.4756044447422028,0.5632342696189879,0.04389643296599388,0.3928692936897278,0.11929990351200105,0.4513652920722962,0.429334819316864,0.1911979764699936,0.4745144546031952,0.3342876136302948,0,0,2,1,0,1,pisces,1,other,0,0,2,1,0,0,0,0,0,0,37.8708393,-122.2728639
38,3,3,1,3,-1,0,2,0.0,0.17802616953849792,0.8174440860748291,0.8986244201660156,0.050405506044626236,0.050970107316970825,0.7001455426216125,0.25363436341285706,0.04622011631727218,0.1669297069311142,0.16687633097171786,0.666193962097168,0.44172343611717213,0.5514848232269287,0.0,0.4078276455402374,0.042408090084791183,0.5497642159461975,0.05581887811422348,0.8905237317085266,0.0536574013531208,0.020000958815217015,0.01723548769950867,0.9627635478973388,0.897781491279602,0.05361611396074295,0.048602353781461716,0.8733083605766296,0.02034049667418003,0.1063511073589325,0,0,1,1,0,1,gemini,0,atheism,0,0,3,0,3,3,0,0,0,0,37.7790262,-122.4199061
26,4,2,0,3,-1,0,1,0.014710705727338791,0.9706377387046814,0.014651558361947538,0.03471321612596512,0.7632418870925903,0.20204491913318634,0.8405421376228333,0.05842597410082818,0.10103187710046768,0.4387323260307312,0.06226973235607147,0.4989979267120361,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.8944720029830933,0.050064753741025925,0.05546323955059052,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.6072121858596802,0.3700233399868012,0.022764479741454124,0,0,1,2,1,0,libra,1,christianity,3,0,0,0,0,0,0,0,0,0,37.6090291,-121.899142
24,1,2,0,3,-1,1,0,0.0,0.6191557049751282,0.37376344203948975,0.6018216013908386,0.35552021861076355,0.04265812039375305,0.07540560513734818,0.07786524295806885,0.8467290997505188,0.1821911633014679,0.11442065984010695,0.7033881545066833,0.025806991383433345,0.031752921640872955,0.9424400925636292,0.04899834096431732,0.04225986823439598,0.90874183177948,0.6616034507751465,0.1703355312347412,0.16806095838546753,0.08434242755174637,0.334824413061142,0.5808331370353699,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.08691927790641785,0.08609119057655333,0.8269895315170288,0,0,2,1,0,0,sagittarius,0,other,0,0,2,0,0,0,0,0,0,0,37.6090291,-121.899142
25,0,2,0,3,-1,0,0,0.0,0.7157966494560242,0.2774232923984528,0.031390856951475136,0.9388857483863832,0.02972334623336792,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.16940417885780334,0.167919859290123,0.6626759767532349,0.4578613638877869,0.5391454100608826,0.0,0.056253042072057724,0.33249467611312866,0.6112523078918457,0.5781840085983276,0.3619033694267273,0.05991265550255776,0.07063403725624083,0.8554777503013611,0.07388824224472046,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0,0,2,2,0,0,pisces,0,other,0,0,2,0,0,0,0,0,0,0,37.8708393,-122.2728639
23,3,0,0,3,20000,0,0,0.3023300766944885,0.0,0.6913536190986633,0.39457133412361145,0.10156827419996263,0.5038604140281677,0.8551256060600281,0.1041584387421608,0.04071598500013352,0.036021310836076736,0.8742109537124634,0.08976777642965318,0.016806676983833313,0.019769186154007908,0.9634241461753844,0.7663912177085876,0.19310668110847476,0.0405021533370018,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.08524210751056671,0.07240272313356401,0.8423551321029663,0.7124947309494019,0.23668016493320465,0.05082510411739349,0.6517532467842102,0.012303815223276615,0.33594292402267456,2,0,2,2,0,0,taurus,1,christianity,1,0,1,0,0,0,0,0,0,0,37.7790262,-122.4199061
